Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
1451,17,If Ken had given Manny and Nilo each 10 pencils how many would he have given away,Ken would have given away 10 + 10 = 20 pencils if he gave Manny and Nilo each 10 pencils.,true,0.7188,"0.7539, 0.6797",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,18,He then gave Nilo another 10 so how many has he now given away,Ken has given away 10 + 10 + 10 = 30 pencils in total.,na,--,--,0.6000,None,
1451,19,He therefore has given 30 away from the amount he stays with so how many does Ken have left,"Ken had 50 pencils in total. He gave away 30 pencils, so he has 50 - 30 = 20 pencils left.",true,0.5469,"0.5625, 0.5312",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,20,He ?,He has 20 pencils left.,na,--,--,0.6000,None,
1451,21,Does this equate to your first answer?,"Yes, this is the same answer I got when I first solved the problem. Ken gave away a total of 10 + 10 + 10 = 30 pencils, and he kept 50 - 30 = 20 pencils.",False,0.6523,"0.6523, 0.6523",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,22,"Would you like to recheck your answers, as I think we may have come up,with a different solution if you check back , I can see a difference","Yes, I would like to recheck my answers.",na,--,--,0.6000,None,
1451,23,"Well done I will give you a few minutes, your final answer is correct so see if you can work out where you made a miscalculation at the beginning","I think I made a miscalculation when I first solved the problem. I initially said that Ken gave 5 + 10 = 15 pencils to Manny and Nilo, but I should have said that he gave 10 + 10 = 20 pencils to Manny and Nilo. Therefore, Ken kept 50 - 20 = 30 pencils instead of 50 - 15 = 35 pencils.",False,0.5781,"0.5938, 0.5625",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,24,Do you see where this was,"Yes, I see where I made the miscalculation. I forgot to add the 10 pencils that Ken gave to Nilo when I was calculating the total number of pencils he gave away.",na,--,--,0.6000,None,
1451,25,"Well done, do you now think you could solve a similar problem another time ?","Yes, I think I could solve a similar problem another time. I understand the process of solving the problem and I know how to double check my answer to make sure it is correct.",na,--,--,0.6000,None,
1451,26,Thank you shall we have a break and then try a similar problem?,"Sure, that sounds great!",na,--,--,0.6000,None,
1451,27,Ok go and enjoy your break and meet me back here in 40 minutes,Sounds good! See you in 40 minutes.,na,--,--,0.6000,None,
,,,,,,,,,
622,1,talk me through your solution,"In the first hour, the tank lost 2 gallons, so there were 40-2 = 38 gallons left. In the second hour, the tank lost another 2 gallons, so there were 38-2 = 36 gallons left. In the third hour, Hayden added 1 gallon to the tank, so there were 36+1 = 37 gallons left. In the fourth hour, Hayden added 3 gallons to the tank, so there were 37+3 = 40 gallons left.",na,--,--,0.8000,None,
622,2,over the four hours how much water does the tank lose?,"The tank lost a total of 6 gallons of water over the four hours, 2 gallons in the first hour, 2 gallons in the second hour, 1 gallon in the third hour, and 1 gallon in the fourth hour.",False,--,--,0.8000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). (Excludes compound units such as cm^(3) and finding the geometric volume of a container.) Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem. [Excludes multiplicative comparison problems (problems involving notions of “times as much”)]",
622,3,how long is the tank on for?,The tank is on for four hours.,true,0.9336,"0.9258, 0.9336, 0.9336",0.8000,"1) Tell and write time in hours and half-hours using analog and digital clocks.
2) Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.
3) Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.",
622,4,how much water per hour is lost,The tank loses 2 gallons of water per hour.,true,0.9258,"0.9414, 0.9336, 0.9141",0.8000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). (Excludes compound units such as cm^(3) and finding the geometric volume of a container.) Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem. [Excludes multiplicative comparison problems (problems involving notions of “times as much”)]",
